,customerID,Gender,Senior Citizen,Marital Status,Dependents,tenure in months,Priority Account,Credit Cards,Loan Account,Netbanking,Debit Card,MobileApp,TechSupport Availed,Zero Balance Account,FDs,Interest Deposited,Paperless Banking,Monthly Average Balance (USD),Yearly Average Balance (USD),Churn,Customer_Feedback,Category,Chatbot Response
724,1764-VUUMT,Male,0,No,Yes,66.0,Yes,No,No,No,No,No,No,No,No,Two year,No,19.95,1269.1,No,I was not informed about the processing fees for my loan.,,
725,4385-GZQXV,Female,1,No,No,16.0,Yes,No,top up loan,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,94.45,1511.2,Yes,My Savings Account statements are always incorrect.,,
726,4851-BQDNX,Male,0,Yes,Yes,40.0,Yes,No,top up loan,No,No,Yes,No,Yes,No,One year,Yes,85.05,3355.65,No,The loan tenure options are very flexible.,,
727,8203-XJZRC,Male,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.25,20.25,No,The fixed deposit renewal process is very easy.,,
728,5173-ZXXXL,Male,0,No,No,2.0,Yes,No,No,No,No,No,No,No,No,One year,No,19.95,47.7,No,The loan repayment options are very flexible.,,
729,6641-XRPSU,Female,0,No,No,34.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,70.0,2416.1,Yes,The ATM network is very unreliable.,,
730,2673-CXQEU,Female,1,No,No,56.0,Yes,Yes,top up loan,Yes,Yes,Yes,No,Yes,Yes,One year,No,110.5,6139.5,No,The interest rate on my Credit Card is very reasonable.,,
731,9777-IQHWP,Male,0,Yes,Yes,64.0,Yes,Yes,top up loan,Yes,No,Yes,No,No,Yes,Two year,No,93.4,5822.3,No,The loan officers were not very knowledgeable.,,
732,0048-LUMLS,Male,0,Yes,Yes,37.0,Yes,No,top up loan,No,No,No,No,Yes,Yes,One year,No,91.2,3247.55,No,The loan processing fees were not clearly communicated.,,
733,0979-PHULV,Male,0,Yes,Yes,69.0,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,99.45,7007.6,Yes,The loan processing fee is too high.,,
734,4335-BSMJS,Female,0,No,No,62.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,25.8,1563.95,No,The ATM network is unreliable.,,
735,8919-FYFQZ,Male,1,Yes,No,44.0,No,No,general loan,No,Yes,No,No,No,No,Month-to-month,Yes,30.35,1359.7,Yes,The loan documentation process is very complicated.,,
736,2273-QCKXA,Male,0,No,No,1.0,Yes,No,general loan,No,No,No,Yes,No,No,Month-to-month,No,49.05,49.05,No,The customer service for Debit Cards is very helpful.,,
737,6243-OZGFH,Female,0,No,No,23.0,No,No,general loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,44.95,996.85,No,The fixed deposit interest rates are very attractive.,,
738,6048-NJXHX,Male,0,Yes,No,41.0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,19.75,899.45,No,What is the tenure for a Home Loan?,,
739,6549-NNDYT,Female,0,No,No,13.0,No,No,general loan,Yes,No,No,No,No,No,Month-to-month,Yes,30.85,394.1,No,The Current Account charges are too high.,,
740,8168-UQWWF,Female,0,No,No,11.0,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,97.85,1105.4,Yes,The loan documentation process is cumbersome.,,
741,1710-RCXUS,Male,0,Yes,No,51.0,Yes,Yes,top up loan,No,Yes,No,No,No,Yes,One year,Yes,90.35,4614.55,No,The Debit Card activation process is very straightforward.,,
742,6322-HRPFA,Male,0,Yes,Yes,49.0,Yes,No,general loan,Yes,Yes,No,Yes,No,No,Month-to-month,No,59.6,2970.3,No,I am satisfied with the easy fund transfer from my Current Account.,Current Account,
743,0115-TFERT,Male,0,Yes,No,21.0,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,111.2,2317.1,Yes,The Savings Account minimum balance requirement is too high.,,
744,7567-ECMCM,Male,0,No,No,24.0,Yes,No,top up loan,No,No,No,No,No,Yes,Month-to-month,Yes,79.85,2001,No,The ATM network is very unreliable.,,
745,6728-DKUCO,Female,0,Yes,Yes,72.0,Yes,Yes,top up loan,Yes,Yes,No,No,Yes,Yes,One year,Yes,104.15,7303.05,No,The bank's website is very easy to navigate.,,
746,3280-NMUVX,Male,0,Yes,Yes,34.0,Yes,No,No,No,No,No,No,No,No,One year,No,19.6,678.8,No,The branch has a very long wait time.,,
747,9117-SHLZX,Male,0,No,No,1.0,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,Yes,45.7,45.7,Yes,The Savings Account minimum balance requirement is too high.,,
748,6348-SNFUS,Male,0,Yes,Yes,72.0,No,No,general loan,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,55.45,4179.2,No,The Credit Card travel benefits are very good.,,
749,1679-JRFBR,Female,0,Yes,Yes,70.0,Yes,Yes,top up loan,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,108.15,7930.55,No,The Savings Account opening process is very easy.,,
750,4237-CLSMM,Male,0,Yes,No,2.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.0,38,No,How do I get an e-statement for my Savings Account?,,
751,5684-FJVYR,Female,0,Yes,Yes,72.0,Yes,Yes,top up loan,Yes,Yes,No,Yes,No,No,Two year,Yes,90.35,6563.4,No,The bank's website is very easy to navigate.,,
752,4808-YNLEU,Female,0,Yes,No,35.0,Yes,No,general loan,Yes,No,No,No,Yes,No,One year,Yes,62.15,2215.45,No,The bank's customer service is very responsive.,,
753,0913-XWSCN,Male,0,Yes,Yes,55.0,Yes,Yes,top up loan,No,No,No,No,No,Yes,Month-to-month,No,85.5,4713.4,No,How do I open a Current Account?,,
754,3951-NJCVI,Female,1,Yes,No,42.0,Yes,Yes,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.05,3944.5,No,Can I increase my Credit Card limit?,,
755,7799-LGRDP,Female,0,No,No,43.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,25.7,1188.2,No,The Current Account opening process was very easy.,,
756,6663-JOCQO,Male,0,Yes,Yes,31.0,Yes,Yes,general loan,Yes,Yes,No,Yes,No,Yes,One year,Yes,75.25,2344.5,No,My Debit Card PIN reset request was not processed correctly.,,
757,6497-TILVL,Female,0,Yes,Yes,7.0,Yes,No,general loan,Yes,No,No,No,No,No,Month-to-month,No,50.7,350.35,No,The ATM near my office is always functional.,,
758,8388-FYNPZ,Male,0,No,No,4.0,Yes,No,general loan,Yes,No,Yes,No,No,No,Month-to-month,No,56.75,245.15,No,The loan documentation process is very complicated.,,
759,6353-BRMMA,Female,0,Yes,Yes,54.0,Yes,Yes,top up loan,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,104.1,5645.8,No,The Debit Card PIN reset process is very confusing.,,
760,1051-GEJLJ,Female,0,No,No,2.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.5,27.55,No,I was charged an incorrect fee on my Savings Account.,,
761,1573-LGXBA,Male,0,Yes,Yes,57.0,Yes,No,top up loan,No,Yes,Yes,No,Yes,Yes,One year,Yes,97.55,5598,No,The Debit Card activation process took too long.,,
762,3668-QPYBK,Male,0,No,No,2.0,Yes,No,general loan,Yes,Yes,No,No,No,No,Month-to-month,Yes,53.85,108.15,Yes,I am not happy with the service at the branch.,,
763,2866-IKBTM,Female,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.55,19.55,No,The Savings Account interest rates are very competitive.,,
764,5701-YVSVF,Female,1,Yes,No,11.0,Yes,No,top up loan,No,No,No,Yes,Yes,No,Month-to-month,Yes,82.9,880.05,No,The Debit Card was delivered quickly.,,
765,3104-OWCGK,Male,0,Yes,Yes,60.0,Yes,No,top up loan,No,Yes,Yes,No,Yes,No,One year,No,90.95,5453.4,Yes,The Savings Account interest rates are too low.,,
766,1343-EHPYB,Male,0,Yes,No,63.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,103.4,6603,Yes,The loan interest rate was increased without any prior notice.,,
767,8434-VGEQQ,Male,0,Yes,Yes,61.0,Yes,No,No,No,No,No,No,No,No,Two year,No,20.55,1305.95,No,The customer service for Debit Cards is very helpful.,,
768,0731-EBJQB,Female,0,Yes,Yes,52.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,20.4,1090.65,No,The loan repayment terms are very flexible.,,
769,1891-QRQSA,Male,1,Yes,Yes,64.0,Yes,Yes,top up loan,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,111.6,7099,No,The bank's online services are very reliable.,,
770,2276-YDAVZ,Female,0,No,No,3.0,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,Yes,75.1,270.7,Yes,The ATM fees are too high.,,
771,6549-YMFAW,Male,1,Yes,No,9.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,21.25,204.55,No,The loan repayment terms are very flexible.,,
772,4648-YPBTM,Male,0,No,No,53.0,Yes,Yes,general loan,No,Yes,Yes,Yes,No,Yes,Two year,Yes,73.9,3958.25,No,The ATM network is very reliable.,,
773,7251-LJBQN,Female,1,No,No,40.0,Yes,Yes,top up loan,No,No,Yes,Yes,Yes,Yes,One year,Yes,103.75,4188.4,No,I had a hard time disputing a charge on my Credit Card.,,
774,0691-JVSYA,Female,0,Yes,No,53.0,Yes,No,top up loan,No,No,Yes,No,Yes,Yes,One year,Yes,94.85,5000.2,Yes,The loan prepayment charges are too high.,,
775,4710-FDUIZ,Male,0,Yes,No,56.0,Yes,Yes,top up loan,No,Yes,No,No,Yes,Yes,One year,No,100.3,5614.45,Yes,The mobile banking app does not support multiple accounts.,,
776,7590-VHVEG,Female,0,Yes,No,1.0,No,No,general loan,No,Yes,No,No,No,No,Month-to-month,Yes,29.85,29.85,No,I am very satisfied with the online banking experience.,Online Banking,
777,2504-DSHIH,Male,1,Yes,No,23.0,Yes,Yes,top up loan,No,No,No,No,No,Yes,Month-to-month,No,86.8,1975.85,No,The Credit Card cashback offers are very good.,,
778,6345-FZOQH,Male,0,Yes,No,69.0,Yes,No,No,No,No,No,No,No,No,Two year,No,19.9,1363.45,No,The Current Account statement is very easy to access.,,
779,4178-EGMON,Male,0,Yes,No,70.0,Yes,Yes,top up loan,Yes,Yes,No,Yes,No,No,Two year,Yes,88.0,5986.45,No,The mobile app does not support multiple accounts.,,
780,6885-PKOAM,Female,0,Yes,No,71.0,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,85.75,6223.8,No,The Savings Account interest rates are very attractive.,,
781,5148-HKFIR,Female,0,No,No,20.0,Yes,No,No,No,No,No,No,No,No,Two year,No,19.7,406.95,No,How do I set up online banking for my account?,,
782,2834-JRTUA,Male,0,No,No,71.0,Yes,Yes,top up loan,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,108.05,7532.15,Yes,The ATM fees are too high.,,
783,8095-WANWK,Female,0,No,No,10.0,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,No,45.25,428.7,No,The loan interest rates are too high.,,
784,5736-YEJAX,Male,0,No,Yes,69.0,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,79.45,5502.55,No,My Credit Card is not generating a payment history.,,
785,9931-KGHOA,Female,0,Yes,No,46.0,Yes,Yes,general loan,Yes,No,No,No,No,No,Month-to-month,No,55.0,2473.95,No,The Savings Account services are very reliable.,,
786,4742-DRORA,Male,0,Yes,Yes,60.0,Yes,Yes,top up loan,Yes,No,Yes,No,Yes,No,One year,Yes,95.4,5812,No,How do I activate my new Credit Card?,,
787,4079-WWQQQ,Male,0,No,No,72.0,No,No,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,65.55,4807.45,No,The loan processing fee is too high.,,
788,9058-HRZSV,Female,1,Yes,No,65.0,Yes,No,top up loan,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,94.4,6126.15,No,The fixed deposit renewal process is very easy.,,
789,8012-SOUDQ,Female,1,No,No,43.0,Yes,Yes,top up loan,No,Yes,No,No,Yes,No,Month-to-month,Yes,90.25,3838.75,No,I am happy with the cashback offers on my Credit Card.,Credit Card,
790,1215-FIGMP,Male,0,No,No,60.0,Yes,Yes,top up loan,No,Yes,No,No,Yes,No,Month-to-month,Yes,89.9,5450.7,No,"The Current Account services are excellent, especially for business transactions.",,
791,5630-AHZIL,Female,0,No,Yes,3.0,Yes,No,general loan,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,64.5,177.4,No,The Current Account statements are very clear and detailed.,,
792,5642-MHDQT,Female,0,Yes,Yes,53.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,19.85,1039.45,No,The bank's website is very difficult to navigate.,,
793,4847-TAJYI,Female,1,No,No,6.0,Yes,No,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,89.35,567.8,No,The online banking interface is very user-friendly.,,
794,2232-DMLXU,Female,0,Yes,No,1.0,Yes,No,general loan,No,No,No,No,Yes,No,Month-to-month,No,55.2,55.2,Yes,The Savings Account mobile app is very glitchy.,,
795,5174-ITUMV,Male,0,Yes,Yes,67.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,One year,Yes,105.4,6989.45,No,Can you tell me the interest rate for Savings Accounts?,,
796,5993-BQHEA,Male,0,No,No,12.0,Yes,No,No,No,No,No,No,No,No,One year,No,20.05,267,No,The ATM is often out of service.,,
797,7138-GIRSH,Male,0,No,No,50.0,Yes,Yes,general loan,No,No,Yes,Yes,No,Yes,Two year,No,69.5,3418.2,No,How do I check my Credit Card balance?,,
798,0334-GDDSO,Male,1,No,No,3.0,Yes,Yes,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,81.35,233.7,Yes,The ATM withdrawal limit is too low.,,
799,2472-OVKUP,Male,0,Yes,No,6.0,Yes,No,top up loan,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,91.0,531,Yes,There are too many hidden fees in my Savings Account.,,
800,0823-HSCDJ,Male,1,No,No,52.0,No,No,general loan,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,49.15,2550.9,Yes,The Debit Card delivery is very delayed.,,
801,4484-GLZOU,Female,0,Yes,No,52.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.05,5624.85,Yes,I was not informed about the processing fees for my loan.,,
802,7469-LKBCI,Male,0,No,No,16.0,Yes,No,No,No,No,No,No,No,No,Two year,No,18.95,326.8,No,I am happy with the quick response from customer support.,Customer Support,
803,4612-SSVHJ,Female,1,No,No,20.0,Yes,No,top up loan,No,No,No,No,No,Yes,Month-to-month,Yes,81.45,1671.6,No,How do I get a Savings Account statement by post?,,
804,5804-LEPIM,Female,1,No,No,2.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,70.35,139.05,Yes,The bank's helpline is always busy.,,
805,0835-JKADZ,Female,0,No,No,71.0,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,111.25,7984.15,No,The Current Account maintenance charges are too high.,,
806,1347-KTTTA,Male,0,Yes,No,64.0,Yes,No,top up loan,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,102.45,6654.1,No,The online banking customer support is very helpful.,,
807,9108-EQPNQ,Female,0,Yes,Yes,10.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,26.1,225.55,No,The loan processing fee is too high.,,
808,3583-EKAPL,Male,0,No,No,1.0,Yes,No,general loan,No,No,No,No,No,Yes,Month-to-month,Yes,55.0,55,Yes,The loan documentation process is very complicated.,,
809,5386-THSLQ,Female,1,Yes,No,66.0,No,No,general loan,No,Yes,Yes,No,Yes,No,One year,No,45.55,3027.25,No,The process of getting a new Debit Card was very quick and easy.,,
810,6572-ADKRS,Female,0,No,No,46.0,Yes,No,top up loan,No,No,Yes,No,No,No,Month-to-month,Yes,74.8,3548.3,No,I am happy with the efficient customer support.,Customer Support,
811,2267-FPIMA,Male,0,Yes,No,50.0,Yes,Yes,top up loan,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,94.4,4914.9,No,The bank's online customer service chat is not helpful.,,
812,3577-AMVUX,Male,0,No,No,1.0,Yes,No,general loan,No,No,Yes,Yes,No,No,Month-to-month,No,55.05,55.05,No,What is the interest rate for a Car Loan?,,
813,3174-AKMAS,Female,0,Yes,No,46.0,Yes,No,general loan,No,Yes,No,Yes,Yes,No,Two year,Yes,64.2,3009.5,No,The branch is not accessible for disabled customers.,,
814,0021-IKXGC,Female,1,No,No,1.0,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,Yes,72.1,72.1,No,The online banking customer support is very helpful.,,
815,2996-XAUVF,Male,0,No,No,70.0,No,No,general loan,No,No,No,Yes,No,Yes,Two year,Yes,40.05,2799.75,No,How do I get a duplicate passbook for my Savings Account?,,
816,3638-WEABW,Female,0,Yes,No,58.0,Yes,Yes,general loan,No,Yes,No,Yes,No,No,Two year,Yes,59.9,3505.1,No,I am happy with the fixed deposit renewal process.,Fixed Deposit,
817,6390-DSAZX,Female,0,No,Yes,1.0,Yes,No,top up loan,Yes,No,No,No,No,No,Month-to-month,Yes,73.6,73.6,Yes,The loan repayment process is very confusing.,,
818,3192-NQECA,Male,0,Yes,No,68.0,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,110.0,7611.85,Yes,The branch is not accessible for disabled customers.,,
819,5183-SNMJQ,Male,0,No,No,10.0,Yes,No,top up loan,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,95.1,865.1,No,There are too many hidden fees in my Savings Account.,,
820,6416-JNVRK,Female,0,No,No,46.0,Yes,No,general loan,No,No,No,No,No,Yes,One year,No,55.65,2688.85,No,The replacement process for lost Debit Cards is very efficient.,,
821,8028-PNXHQ,Male,0,Yes,Yes,62.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,24.25,1424.6,No,The customer service for Savings Accounts is excellent.,,
822,7520-HQWJU,Female,0,Yes,Yes,66.0,Yes,Yes,general loan,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,67.45,4508.65,No,The fixed deposit renewal process is very easy.,,
823,8091-TTVAX,Male,0,Yes,No,58.0,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,One year,No,100.35,5681.1,No,I am pleased with the high interest rates on my Savings Account.,Savings Account,
824,0280-XJGEX,Male,0,No,No,49.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,103.7,5036.3,Yes,The Debit Card replacement process is too slow.,,
825,5918-VUKWP,Female,0,No,No,32.0,Yes,No,No,No,No,No,No,No,No,One year,No,20.55,654.55,No,The Current Account management is very convenient.,,
826,0732-OCQOC,Female,0,Yes,Yes,52.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,25.05,1270.25,No,How do I change my Savings Account type?,,
827,7674-YTAFD,Female,0,No,No,33.0,Yes,No,top up loan,No,Yes,No,Yes,No,No,One year,Yes,79.95,2684.85,No,The Current Account management is very convenient.,,
828,8138-EALND,Male,0,No,No,15.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.75,311.6,No,My Credit Card payment due date is incorrect. How can I fix it?,,
829,7781-HVGMK,Female,0,Yes,Yes,72.0,No,No,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,65.2,4784.45,No,How do I transfer my Current Account to another branch?,,
830,5564-NEMQO,Female,1,No,No,1.0,Yes,No,top up loan,No,No,Yes,No,No,No,Month-to-month,Yes,75.3,75.3,Yes,The Debit Card PIN reset process is very confusing.,,
831,4059-IIEBK,Female,0,No,No,7.0,Yes,Yes,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,78.55,522.95,No,The customer support for Debit Card issues is very efficient.,,
832,7997-EASSD,Female,0,Yes,No,63.0,Yes,Yes,top up loan,No,No,No,Yes,No,No,One year,Yes,81.2,4965.1,No,My Current Account statements are very hard to understand.,,
833,3027-ZTDHO,Male,0,No,No,1.0,Yes,No,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,89.9,89.9,Yes,The mobile banking app crashes frequently.,,
834,8603-IJWDN,Male,0,No,No,1.0,Yes,Yes,top up loan,No,No,No,No,No,Yes,Month-to-month,Yes,86.6,86.6,Yes,The loan interest rates are not competitive.,,
835,1775-KWJKQ,Male,0,Yes,Yes,72.0,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,89.85,6562.9,No,How do I close my Current Account?,,
836,4827-USJHP,Male,0,No,No,20.0,Yes,No,general loan,No,Yes,No,No,No,No,Month-to-month,Yes,51.8,1023.85,No,The Credit Card travel benefits are very good.,,
837,7408-OFWXJ,Female,0,Yes,Yes,72.0,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,89.8,6510.45,No,The Savings Account mobile app is very glitchy.,,
838,2037-XJFUP,Male,0,Yes,No,33.0,Yes,No,top up loan,No,No,Yes,No,Yes,Yes,One year,Yes,95.8,3036.75,Yes,The loan documentation process is very complicated.,,
839,0750-EBAIU,Male,0,No,No,52.0,Yes,No,top up loan,Yes,No,Yes,No,Yes,No,One year,No,91.25,4738.3,No,I need information on the minimum balance requirement for Current Accounts.,,
840,4795-UXVCJ,Male,0,No,No,26.0,Yes,No,No,No,No,No,No,No,No,One year,No,19.8,457.3,No,The daily withdrawal limit on my Debit Card is too low.,,
841,0895-LMRSF,Male,0,No,No,23.0,Yes,No,general loan,No,No,No,No,Yes,Yes,One year,Yes,64.9,1509.8,No,The ATM network is very reliable.,,
842,2359-KMGLI,Male,0,No,No,24.0,Yes,Yes,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,80.25,1861.5,Yes,The mobile banking app does not have biometric login.,,
843,2937-FTHUR,Female,0,No,Yes,18.0,Yes,Yes,general loan,Yes,No,No,No,No,Yes,Month-to-month,No,64.8,1166.7,No,My Debit Card is not recognized by the ATM.,,
844,3520-FJGCV,Male,0,Yes,Yes,72.0,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,112.6,8126.65,No,The Current Account statement is very easy to access.,,
845,4115-NZRKS,Female,1,No,No,7.0,Yes,No,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,89.15,574.35,No,The Savings Account opening process is very easy.,,
846,5125-CNDSP,Male,0,No,Yes,63.0,No,No,general loan,Yes,Yes,No,Yes,No,No,One year,Yes,40.6,2588.95,No,The ATM charges are too high.,,
847,4522-AKYLR,Female,1,No,No,13.0,Yes,No,general loan,No,Yes,Yes,No,No,No,Month-to-month,Yes,54.8,731.3,No,The Current Account management is very convenient.,,
848,2321-OMBXY,Female,0,Yes,Yes,38.0,Yes,No,general loan,Yes,Yes,No,Yes,Yes,Yes,One year,No,80.3,3058.65,Yes,The customer service representatives for Credit Cards are very rude.,,
849,7133-VBDCG,Female,0,No,No,25.0,Yes,No,top up loan,Yes,Yes,No,No,No,No,Month-to-month,Yes,79.85,2015.35,Yes,The Debit Card is not accepted at many places.,,
850,6646-QVXLR,Male,1,Yes,No,62.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,One year,Yes,103.75,6383.35,Yes,The Debit Card is not accepted at many places.,,
851,5726-CVNYA,Female,0,Yes,Yes,8.0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,19.85,146.6,No,The mobile app does not support my device.,,
852,2001-MCUUW,Male,0,No,No,46.0,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,Two year,No,108.65,4903.2,No,Can I use my account for wire transfers?,,
853,9620-QJREV,Male,0,No,Yes,47.0,Yes,No,No,No,No,No,No,No,No,One year,No,20.55,1013.05,No,The loan repayment process is very confusing.,,
854,6621-YOBKI,Male,0,No,No,5.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.35,92.75,No,The interest rate on my Credit Card is very reasonable.,,
855,7017-VFHAY,Female,0,Yes,Yes,61.0,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,115.1,7008.15,No,The Debit Card was delivered quickly.,,
856,9146-JRIOX,Female,0,Yes,Yes,14.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,25.55,372.45,No,The mobile app does not support my device.,,
857,5628-RKIFK,Female,1,No,No,49.0,Yes,Yes,top up loan,Yes,No,No,No,Yes,Yes,Month-to-month,No,101.55,5070.4,No,My Credit Card is not working abroad.,,
858,3552-CTCYF,Male,0,Yes,Yes,63.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Two year,Yes,104.8,6597.25,No,My Credit Card is not generating a transaction history.,,
859,5756-JYOJT,Female,0,No,No,11.0,Yes,No,general loan,No,No,Yes,Yes,No,Yes,One year,No,64.9,697.25,No,Can I withdraw cash using my Debit Card internationally?,,
860,4322-RCYMT,Male,0,Yes,Yes,68.0,Yes,Yes,general loan,No,Yes,Yes,Yes,No,Yes,One year,Yes,75.8,5293.95,Yes,I faced issues with fraudulent transactions on my Credit Card.,,
861,5956-VKDTT,Female,1,Yes,No,5.0,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,Yes,74.35,334.8,Yes,The Debit Card delivery is very delayed.,,
862,9944-AEXBM,Male,0,No,No,32.0,Yes,Yes,top up loan,No,No,No,No,No,Yes,Month-to-month,Yes,85.65,2664.3,No,The overall banking services are satisfactory and meet my needs.,,
863,2672-TGEFF,Female,0,Yes,Yes,37.0,Yes,Yes,top up loan,No,Yes,No,No,Yes,No,Month-to-month,Yes,88.8,3340.55,No,The process of opening a Current Account took too long.,,
864,3137-NYQQI,Male,0,Yes,No,17.0,Yes,No,general loan,Yes,Yes,No,No,No,Yes,One year,No,64.8,1175.6,No,I am not happy with the service at the branch.,,
865,8017-UVSZU,Female,0,Yes,No,40.0,Yes,Yes,general loan,No,Yes,No,No,No,No,Month-to-month,No,56.6,2379.1,No,The branch staff are very courteous and helpful.,,
866,0533-BNWKF,Female,1,Yes,No,55.0,Yes,Yes,top up loan,No,Yes,Yes,No,No,No,Month-to-month,Yes,85.45,4874.7,Yes,The mobile banking app crashes frequently.,,
867,9442-JTWDL,Female,0,No,No,11.0,Yes,No,No,No,No,No,No,No,No,One year,No,20.05,237.7,No,My Credit Card payment is not going through.,,
868,1091-SOZGA,Female,0,Yes,Yes,56.0,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,One year,Yes,99.8,5515.45,No,The branch staff are very courteous and helpful.,,
869,0619-OLYUR,Male,0,Yes,No,72.0,Yes,Yes,top up loan,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,111.9,8071.05,No,How do I set up automatic payments from my Current Account?,,
870,5651-CRHKQ,Female,0,Yes,No,41.0,Yes,No,top up loan,No,Yes,Yes,Yes,No,No,One year,Yes,86.2,3339.05,No,The fixed deposit renewal process is very easy.,,
871,3014-WJKSM,Male,0,Yes,No,29.0,Yes,No,top up loan,No,No,Yes,No,No,No,Month-to-month,Yes,75.3,2263.4,No,The bank's online customer service chat is not helpful.,,
872,9967-ATRFS,Female,0,No,No,19.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.9,367.55,No,My Debit Card is not working.,,
873,1096-ADRUX,Female,0,Yes,Yes,66.0,Yes,Yes,top up loan,No,No,No,No,No,No,One year,Yes,74.25,4859.25,No,How do I order new checks for my account?,,
874,4080-OGPJL,Female,0,No,No,8.0,Yes,Yes,general loan,Yes,No,No,Yes,No,Yes,Month-to-month,No,71.15,563.65,Yes,The Debit Card is not working for international transactions.,,
875,0303-UNCIP,Male,0,No,No,41.0,Yes,Yes,general loan,No,No,Yes,No,No,Yes,One year,No,65.0,2531.8,No,The online banking customer support is very helpful.,,
876,3429-IFLEM,Female,0,No,No,71.0,Yes,No,general loan,Yes,Yes,Yes,Yes,Yes,No,Two year,No,77.35,5550.1,No,The mobile banking app does not support multiple accounts.,,
